Symbol	Name	LastSale	MarketCap	ADR TSO	IPOyear	Sector	Industry	Summary Quote
INOV	Inovalon Holdings, Inc.	14.2	1038058922.2	n/a	2015	Technology	EDP Services	https://www.nasdaq.com/symbol/inov
GTHX	G1 Therapeutics, Inc.	27.61	1034468094.33	n/a	2017	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/gthx
GLUU	Glu Mobile Inc.	7.1	1031295320.2	n/a	2007	Technology	EDP Services	https://www.nasdaq.com/symbol/gluu
ECPG	Encore Capital Group Inc	33.17	1027163747.33	n/a	n/a	Finance	Finance Companies	https://www.nasdaq.com/symbol/ecpg
LABL	Multi-Color Corporation	49.97	1026551349.41	n/a	1987	Miscellaneous	Publishing	https://www.nasdaq.com/symbol/labl
MTSC	MTS Systems Corporation	57.03	1023943823.31	n/a	n/a	Capital Goods	Industrial Machinery/Components	https://www.nasdaq.com/symbol/mtsc
CRTX	Cortexyme, Inc.	38.05	1021305719.45	n/a	2019	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	https://www.nasdaq.com/symbol/crtx
FANH	Fanhua Inc.	30.44	1020136146.16	33513014	n/a	Finance	Specialty Insurers	https://www.nasdaq.com/symbol/fanh
TCMD	Tactile Systems Technology, Inc.	53.95	1015645867.6	n/a	2016	Health Care	Medical/Dental Instruments	https://www.nasdaq.com/symbol/tcmd
TTMI	TTM Technologies, Inc.	9.63	1015592261.22	n/a	2000	Technology	Electrical Products	https://www.nasdaq.com/symbol/ttmi
APOG	Apogee Enterprises, Inc.	38.08	1012907284.48	n/a	n/a	Capital Goods	Auto Parts:O.E.M.	https://www.nasdaq.com/symbol/apog
FTC	First Trust Large Cap Growth AlphaDEX Fund	69.53	1004708639.06	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/ftc
OFIX	Orthofix Medical Inc. 	52.57	1002351348.88	n/a	1992	Health Care	Medical/Dental Instruments	https://www.nasdaq.com/symbol/ofix
NVEE	NV5 Global, Inc.	79.74	1001942270.1	n/a	2013	Consumer Services	Other Consumer Services	https://www.nasdaq.com/symbol/nvee
EUFN	iShares MSCI Europe Financials Sector Index Fund	17.88	1000386000	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/eufn
IGOV	iShares International Treasury Bond ETF	50.77	1000169000	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/igov
